code,name,hierarchy_level,hierarchy_level_name,parent_loc_code,lang_code,is_active,cr_by,cr_dtimes
155,ቦራ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
156,Dugda,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
156,ዱግዳ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
157,Adaa,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
157,አዳዓ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
158,Around Adama,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
158,አዳማ ዙሪያ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
159,Adame Tulu,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
159,አዳሚ ቱሉ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
160,BishoftuTown,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
160,ብሾፍቱ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
161,Bosat,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
161,ቦሳት,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
162,Fantalle,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
162,ፋንታሌ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
163,Liban,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
163,ሊባን,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
164,Lome,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
164,ሎሜ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
165,Batu town,4,Woreda,ESH,eng,t,110011,2021-02-10 08:01:52.111203
165,ባቱ,4,ወረዳ,ESH,amh,t,110011,2021-02-10 08:01:52.111203
166,Haro Limmu,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
166,ሃሮ ሊሙ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
167,Leka Dulecha,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
167,ለካ ዱለቻ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
168,Ibantu,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
168,ኢባንቱ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
169,Jimma Arjo,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
169,ጅማ አርጆ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
170,Nekemte town,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
170,ነቀምቴ ከተማ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
171,Nunu Kumba,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
171,ኑኑ ኩምባ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
172,Sasiga,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
172,ሳሲጋ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
173,Sibu Sire,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
173,ስቡ ሲሬ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
174,Wama Hagalo,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
174,ዋማ ሃጋሎ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
175,Wayu Tuka,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
175,ዋዩ ቱካ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
176,Kiramu,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
176,ኪራሙ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
177,Gida Ayana,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
177,ጊዳ አያና,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
178,Gudaya bila,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
178,ጉዳያ ቢላ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
179,Gudaya Jare,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
179,ጉዳያ ጃሬ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
180,Guto Gida,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
180,ጉቶ ጊዳ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
181,Gida kiramu,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
181,ጊዳ ክራሙ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
182,Guto Wayu,4,Woreda,EWZ,eng,t,110011,2021-02-10 08:01:52.111203
182,ጎቶ ዋዩ,4,ወረዳ,EWZ,amh,t,110011,2021-02-10 08:01:52.111203
183,Bore,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
183,ቦሬ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
184,Dama,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
184,ዳማ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
185,Aga Wayu,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
185,አጋ ዋዩ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
186,Gumi Eldalo,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
186,ጉሚ ኤልዳሎ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
187,Goro dola,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
187,ጎሮ ዶላ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
188,Liben,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
188,ሊበን,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
189,Uraga,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
189,ኡራጋ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
190,Adola rede,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
190,አዶላ ሬዴ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
191,Ana Sora,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
191,አና ሶራ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
192,Girja,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
192,ግርጃ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
193,Haro walabu,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
193,ሃሮ ወላቡ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
194,Odo Shakisotown,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
194,ኦዶ ሻኪሶ ከተማ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
195,Adola town,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
195,አዶላ ከተማ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
196,Saba Boru,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
196,ሳባ ቦሩ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
197,Aga Wayu,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
197,አጋ ዋዩ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
198,Gumi Eldalo,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
198,ጉሚ ኤልዳሎ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
199,Negele town,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
199,ነገሌ ከተማ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
200,Wadera,4,Woreda,GUJ,eng,t,110011,2021-02-10 08:01:52.111203
200,ዋደራ,4,ወረዳ,GUJ,amh,t,110011,2021-02-10 08:01:52.111203
201,Gera,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
201,ጌራ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
202,Gomma,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
202,ጎማ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
203,Guma,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
203,ጉማ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
204,Seka Chekorsa,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
204,ሴካ ቼኮርሳ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
205,Mana,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
205,ማና,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
206,Sokoru,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
206,ሶኮሩ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
207,Sigmo,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
207,ሲግሞ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
208,Botor tolay,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
208,ቦቶር ጦላይ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
209,Mancho,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
209,ማንቾ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
210,Omo Beyan,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
210,ኦሞ ቤያን,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
211,Agaro town,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
211,አጋሮ ከተማ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
212,Chora Botor,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
212,ቾራ ቦቶር,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
213,Dedo,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
213,ዴዶ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
214,Limu Kosa,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
214,ሊሙ ኮሳ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
215,Limu Saka,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
215,ሊሙ ሳካ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
216,Omo Nada,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
216,ኦሞ ናዳ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
217,Seka Chekorsa,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
217,ሴካ ቼኮርሳ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
218,Setema,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
218,ሴቴማ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
219,Shebe Senbo,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
219,ሸቤ ሰንቦ,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
220,Omo Beyan woreda,4,Woreda,JMM,eng,t,110011,2021-02-10 08:03:18.985939
220,ኦሞ ቤያን,4,ወረዳ,JMM,amh,t,110011,2021-02-10 08:03:18.985939
221,Anfillo,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
221,አንፊሎ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
222,Dale Sedi,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
222,ዳሌ ሴዲ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
223,Dale Wabera,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
223,ዳሌ ዋበራ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
224,Dembidolo town,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
224,ደምቢዶሎ ከተማ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
225,Gawo Kebe,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
225,ጋዎ ኬቤ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
226,Gidami,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
226,ጊዳሚ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
227,Hawa Gelan,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
227,ሃዋ ገላን,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
228,Jimma Horo <Kelem Welega>,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
228,ጅማ ሆሮ ቀለም ወለጋ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
229,Lalo Kile,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
229,ላሎ ኪሌ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
230,Sayo,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
230,ሳዮ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
231,Yemalogi Welele,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
231,ዬማሎጊ ወለሌ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
232,Sadi Chanka,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
232,ሳዲ ቻንካ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
233,Aira Guliso,4,Woreda,KWZ,eng,t,110011,2021-02-10 08:03:18.985939
233,አይራ ጉሊሶ,4,ወረዳ,KWZ,amh,t,110011,2021-02-10 08:03:18.985939
234,Shararo,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
234,ሻራሮ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
235,Abichuna Gne'a,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
235,አቢቹና ግነአ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
236,Aleltu,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
236,አለልቱ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
237,Degem,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
237,ደገም,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
238,Dera,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
238,ደራ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
239,Fiche town,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
239,ፊቼ ከተማ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
240,Gerar Jarso,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
240,ጌራራ ጃርሶ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
241,Hidabu Abote,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
241,ሂዳቡ አቦቴ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
242,Jida,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
242,ጂዳ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
243,Wuchale,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
243,ዉቻሌ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
244,Yaya Gulele,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
244,ያያ ጉለሌ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
245,Debra Libanos,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
245,ደብራ ሊባኖስ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
246,Kembibit,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
246,ከምቢቢት,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
247,Kuyu,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
247,ኩዩ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
248,Wara Jarso,4,Woreda,NSZ,eng,t,110011,2021-02-10 08:03:18.985939
248,ዋራ ጃርሶ,4,ወረዳ,NSZ,amh,t,110011,2021-02-10 08:03:18.985939
249,Amaya,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
249,አማያ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
250,Becho,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
250,ቤቾ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
251,Dawo,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
251,ዳዎ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
252,Ilu,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
252,ኢሉ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
253,Goro,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
253,ጎሮ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
254,Kersa Malima,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
254,ኬርሳ ማሊማ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
255,Seden Sodo,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
255,ሰደን ሶዶ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
256,Sodo Dacha,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
256,ሶዶ ዳቻ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
257,Tole,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
257,ቶሌ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
258,Waliso,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
258,ወሊሶ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
259,Waliso town,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
259,ወሊሶ ከተማ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
260,Wonchi,4,Woreda,SWS,eng,t,110011,2021-02-10 08:03:18.985939
260,ወንጪ,4,ወረዳ,SWS,amh,t,110011,2021-02-10 08:03:18.985939
261,Around Shashamene,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
261,ሻሻመኔ ዙሪያ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
262,Adaba,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
262,ኣዳባ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
263,Dodola,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
263,ዶዶላ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
264,Gadab Hasaasa,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
264,ጋዳብ ሓሳሳ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
265,Heeban Arssi,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
265,ሄባን አርሲ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
266,Kofale,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
266,ኮፋሌ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
267,Kokosa,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
267,ኮኮሳ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
268,Wando,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
268,ወንዶ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
269,Kore,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
269,ቆሬ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
270,Nansabo,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
270,ናንሳቦ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
271,Siraro,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
271,ሲራሮ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
272,Shalla,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
272,ሻላ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
273,Shashamanee town,4,Woreda,WAR,eng,t,110011,2021-02-10 08:03:18.985939
273,ሻሻመኔ ከተማ,4,ወረዳ,WAR,amh,t,110011,2021-02-10 08:03:18.985939
274,Sululta,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
274,ሱሉልታ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
275,Bereh,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
275,በረህ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
276,Laga tafo laga dadhitown,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
276,ላጋ ታፎ ላ ዳዲ ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
277,Burayu town,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
277,ቡራዩ ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
278,Dukam town,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
278,ዱከም ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
279,Holeta Genet town,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
279,ሆለታ ገነት ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
280,Mulo,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
280,ሙሎ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
281,Chancho town,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
281,ጫንጮ ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
282,Sebeta Hawas,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
282,ሰበታ ሀዋስ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
283,Sebeta town,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
283,ሰበታ ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
284,Sendafa town,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
284,ሰንዳፋ ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
285,Walmara,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
285,ዋልመራ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
286,Sululta town,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
286,ሱሉልታ ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
287,Galan town,4,Woreda,OSF,eng,t,110011,2021-02-10 08:03:18.985939
287,ጋላን ከተማ,4,ወረዳ,OSF,amh,t,110011,2021-02-10 08:03:18.985939
288,Chawaka,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
288,ጫዋካ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
289,Dabohana,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
289,ዳቦሃና,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
290,Bedele,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
290,በደሌ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
291,Bedele Town,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
291,በደሌ ከተማ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
292,Gachi,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
292,ጋቺ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
293,Didesa,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
293,ዲደሳ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
294,Boracha,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
294,ቦራቻ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
295,Chora,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
295,ጮራ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
296,Dega,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
296,ደጋ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
297,Mako,4,Woreda,BBL,eng,t,110011,2021-02-10 08:03:18.985939
297,ማኮ,4,ወረዳ,BBL,amh,t,110011,2021-02-10 08:03:18.985939
298,Galana,4,Woreda,WGU,eng,t,110011,2021-02-10 08:03:18.985939
298,ጋላና,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:03:18.985939
299,Dugda Dawa,4,Woreda,WGU,eng,t,110011,2021-02-10 08:03:18.985939
299,ዱግዳ ዳዋ,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:03:18.985939
300,Qarsaa,4,Woreda,WGU,eng,t,110011,2021-02-10 08:03:18.985939
300,ቄርሳ,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:04:53.277167
301,Qarcha,4,Woreda,WGU,eng,t,110011,2021-02-10 08:04:53.277167
301,ቃርጫ,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:04:53.277167
302,Malka Sodo,4,Woreda,WGU,eng,t,110011,2021-02-10 08:04:53.277167
302,ማልካ ሶዶ,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:04:53.277167
303,Suro,4,Woreda,WGU,eng,t,110011,2021-02-10 08:04:53.277167
303,ሱሮ,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:04:53.277167
