code,name,hierarchy_level,hierarchy_level_name,parent_loc_code,lang_code,is_active,cr_by,cr_dtimes
304,Bule Hora,4,Woreda,WGU,eng,t,110011,2021-02-10 08:04:53.277167
304,ቡሌ ሆራ,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:04:53.277167
305,Abaya,4,Woreda,WGU,eng,t,110011,2021-02-10 08:04:53.277167
305,አባያ,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:04:53.277167
306,Hambala,4,Woreda,WGU,eng,t,110011,2021-02-10 08:04:53.277167
306,ሀምበላ,4,ወረዳ,WGU,amh,t,110011,2021-02-10 08:04:53.277167
307,Abuna Ginde Beret,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
307,አቡነ ጊንዴ በረት,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
308,Adaa Barga,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
308,ኣደኣ ባርጋ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
309,Ambotown,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
309,አምቦ ከተማ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
310,Ambo woreda,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
310,አምቦ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
311,Bako Tibe,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
311,ባኮ ቲቤ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
312,Cheliya,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
312,ጨቼሊያ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
313,Dano,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
313,ዳኖ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
314,Dendi,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
314,ዴንዲ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
315,Ejerie,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
315,ኢጄሪ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
316,Elfata,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
316,ኢልፋታ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
317,Ginde Beret,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
317,ጊንዴ በረት,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
318,Jeldu,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
318,ጄልዱ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
319,Jibat,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
319,ጅባት,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
320,Meta Robi,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
320,ሜታ ሮቢ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
321,Midakegn,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
321,ሚዳ ቀኝ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
322,Nono,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
322,ኖኖ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
323,Dire Enchini,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
323,ድሬ እንቺኒ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
324,Toke Kutaye,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
324,ቶክ ኩታዬ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
325,cobii woreda,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
325,ጮቢ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
326,meta walqite,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
326,ሜታ ዋልቅጤ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
327,liban jawwi,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
327,ሊበን ጃዊ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
328,ejersa lafo,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
328,ኢጃርሳ ላፎ,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
329,Ilu galan,4,Woreda,WSZ,eng,t,110011,2021-02-10 08:04:53.277167
329,ኢሉ ጋላን,4,ወረዳ,WSZ,amh,t,110011,2021-02-10 08:04:53.277167
330,Tegeda,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
330,ተገዳ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
331,Addi Arkay,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
331,ዓዲ አርካይ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
332,Beyeda,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
332,ቤየዳ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
333,Debark,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
333,ደባርቅ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
334,Dabat,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
334,ዳባት,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
335,Jan Amora,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
335,ጃን አሞራ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
336,Lay Armachiho,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
336,ላይ አርማጭሆ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
337,Wegera,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
337,ወገራ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
338,Around Gonder,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
338,ጎንደር ዙሪያ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
339,Mirab Belessa,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
339,ምዕራብ በለሳ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
340,Misraq Belessa,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
340,ምስራቅ በለሳ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
341,Dembiya,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
341,ደምቢያ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
342,Chilga,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
342,ቺልጋ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
343,Metema,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
343,መተማ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
344,Qwara,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
344,ቋዋራ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
345,Alefa,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
345,አለፋ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
346,Gonder,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
346,ጎንደር,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
347,Tselemt,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
347,ፀለምት,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
348,Tach Armachiho,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
348,ታች አርማጭሆ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
349,Takusa,4,Woreda,NGZ,eng,t,110011,2021-02-10 08:04:53.277167
349,ታኩሳ,4,ወረዳ,NGZ,amh,t,110011,2021-02-10 08:04:53.277167
350,Kemekem,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
350,ከመከም,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
351,Ebenat,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
351,እቤናት,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
352,Fogera,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
352,ፎገራ,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
353,Simada,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
353,ስማዳ,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
354,Lay Gayint,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
354,ላይ ጋይንት,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
355,Farta,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
355,ፋርታ,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
356,Tach Gayint,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
356,ታች ጋይንት,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
357,Dera,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
357,ደራ,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
358,Misraq Este,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
358,ምስራቅ,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
359,Debre Tabortown,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
359,ደብረታቦር ከተማ,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
360,Mirab Este,4,Woreda,SGZ,eng,t,110011,2021-02-10 08:04:53.277167
360,ምዕራብ እስቴ,4,ወረዳ,SGZ,amh,t,110011,2021-02-10 08:04:53.277167
361,Bugna,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
361,ቡኛ,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
362,Delanta,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
362,ደላንታ,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
363,Woldiyatown,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
363,ወልድያ ከተማ,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
364,Kobo,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
364,ቆቦ,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
365,Gidan,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
365,ግዳን,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
366,Meket,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
366,መኬት,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
367,Wadla,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
367,ዋድላ,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
368,Delanta,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
368,ደላንታ,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
369,Lasta,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
369,ላስታ,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
370,Dawunt,4,Woreda,NWZ,eng,t,110011,2021-02-10 08:04:53.277167
370,ዳውንት,4,ወረዳ,NWZ,amh,t,110011,2021-02-10 08:04:53.277167
371,Around Dese,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
371,ደሴ ዙርያ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
372,Ambassel,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
372,አምባሰል,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
373,Debre Sina,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
373,ደብረ ሲና,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
374,Magdala,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
374,መቅደላ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
375,Tenta,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
375,ተንታ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
376,Kutaber,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
376,ኩታበር,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
377,Tehuledere,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
377,ተሁለደሬ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
378,Kalu,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
378,ካሉ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
379,Albuko,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
379,አልቡኮ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
380,Legambo,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
380,ለጋምቦ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
381,Sayint,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
381,ሳይንት,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
382,Kelala,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
382,ኬላላ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
383,Jama,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
383,ጃማ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
384,Were Ilu,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
384,ወረ ኢሉ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
385,Wegde,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
385,ወግዴ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
386,Legambo,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
386,ለጋምቦ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
387,Mehal Sayint,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
387,መሐል ሳይንት,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
388,Legahida,4,Woreda,SWZ,eng,t,110011,2021-02-10 08:04:53.277167
388,ለጋሂዳ,4,ወረዳ,SWZ,amh,t,110011,2021-02-10 08:04:53.277167
389,Menz Gera Midir,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
389,መንዝ ጌራ መዲር,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
390,Mida Woremo,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
390,ሚዳ ወረሞ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
391,Antsokiyana Gemza,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
391,አንጾኪያና ገምዛ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
392,Mojana Wadera,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
392,ሞጃና ዋደራ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
393,Hagere Mariamna Kesem,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
393,ሀገሬ ማርያምናከሰም,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
394,Debre Berhan,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
394,ደብረ ብርሃን,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
395,Mida Woremo,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
395,ሚዳ ወረሞ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
396,Merhabete,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
396,መርሐቤቴ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
397,Geshe,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
397,ጌሸ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
398,Efratana Gidim,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
398,ኤፍራታና ግዲም,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
399,Menz Mam Midir,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
399,መንዝ ማም ሚዲር,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:04:53.277167
400,Termaber,4,Woreda,NSA,eng,t,110011,2021-02-10 08:04:53.277167
400,ተርማበር,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
401,Kewet,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
401,ኬወት,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
402,Angolalla Tera,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
402,አንጎላላ ቴራ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
403,Asagirt,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
403,አሳጊርት,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
404,Berehet,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
404,በረኸት,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
405,Ankober,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
405,አንኮበር,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
406,Menjarna Shenkora,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
406,ምንጃርና ሸንኮራ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
407,Basona Werana,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
407,ባሶና ዌራና,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
408,Menz Keya Gebreal,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
408,መንዝ ኪያ ገብረል,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
409,Menz Lalo Midir,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
409,መንዝ ላሎ ሚዲር,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
410,Siyadebrina Wayu,4,Woreda,NSA,eng,t,110011,2021-02-10 08:23:57.893742
410,ሲያደብርና ዋዩ,4,ወረዳ,NSA,amh,t,110011,2021-02-10 08:23:57.893742
411,Gozamin,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
411,ጎዛሚን,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
412,Hulet Ej Enese,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
412,ሁለት እጅ እነስ,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
413,Debre Elias,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
413,ደብረ ኤልያስ,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
414,Enbise Sar Midir,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
414,ኢንቢሰ ሳር ሚዲር,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
415,Enarj Enawga,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
415,እናርጅ እናውጋ,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
416,Enemay,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
416,እንማይ,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
417,Debay Telatgen,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
417,ደባይ ተላትገን,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
418,Machakel,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
418,ማቻከል,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
419,Baso Liben,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
419,ባሶ ሊበን,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
420,Awabel,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
420,አዋበል,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
421,Dejen,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
421,ደጀን,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
422,Debre Markos town,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
422,ደብረ ማርቆስ ከተማ,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
423,Shebel Berenta,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
423,ሸበል በረንታ,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
424,Sinan,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
424,ሲናን,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
425,Aneded,4,Woreda,EGZ,eng,t,110011,2021-02-10 08:23:57.893742
425,አንዲድ,4,ወረዳ,EGZ,amh,t,110011,2021-02-10 08:23:57.893742
426,Semien Achefer,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
426,ስሜን አቸፈር,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
427,Dega Damot,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
427,ደጋ ዳሞት,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
428,Debub Achefer,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
428,ደቡብ አቸፈር,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
429,Wemberma,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
429,ወምበርማ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
430,Around Bahir Dar,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
430,ባህርዳር ዙሪያ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
431,Yilmana Densa,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
431,ይልማና ደንሳ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
432,Mecha,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
432,ሜቻ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
433,Sekela,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
433,ሰከላ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
434,Kuarit,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
434,ኩአሪት,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
435,Dembecha,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
435,ደምበጫ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
436,Jabi Tehnan,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
436,ጃቢ ተህናን,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
437,Bure,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
437,ቡሬ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
438,Goncha,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
438,ጎንቻ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
439,Finote Selam town,4,Woreda,WGZ,eng,t,110011,2021-02-10 08:23:57.893742
439,ፍኖተ ሰላም ከተማ,4,ወረዳ,WGZ,amh,t,110011,2021-02-10 08:23:57.893742
440,Zikuala,4,Woreda,WHZ,eng,t,110011,2021-02-10 08:23:57.893742
440,ዚኩአላ,4,ወረዳ,WHZ,amh,t,110011,2021-02-10 08:23:57.893742
441,Aberegelle,4,Woreda,WHZ,eng,t,110011,2021-02-10 08:23:57.893742
441,አበረገሌ,4,ወረዳ,WHZ,amh,t,110011,2021-02-10 08:23:57.893742
442,Around Sokota,4,Woreda,WHZ,eng,t,110011,2021-02-10 08:23:57.893742
442,ሶቆታ ዙርያ,4,ወረዳ,WHZ,amh,t,110011,2021-02-10 08:23:57.893742
443,Dehana,4,Woreda,WHZ,eng,t,110011,2021-02-10 08:23:57.893742
443,ደሃና,4,ወረዳ,WHZ,amh,t,110011,2021-02-10 08:23:57.893742
444,Gazbibla,4,Woreda,WHZ,eng,t,110011,2021-02-10 08:23:57.893742
444,ጋዝቢብላ,4,ወረዳ,WHZ,amh,t,110011,2021-02-10 08:23:57.893742
445,Sehala,4,Woreda,WHZ,eng,t,110011,2021-02-10 08:23:57.893742
445,ሰሃላ,4,ወረዳ,WHZ,amh,t,110011,2021-02-10 08:23:57.893742
446,Sekota town,4,Woreda,WHZ,eng,t,110011,2021-02-10 08:23:57.893742
446,ሰቆጣ ከተማ,4,ወረዳ,WHZ,amh,t,110011,2021-02-10 08:23:57.893742
447,Dangila,4,Woreda,AGZ,eng,t,110011,2021-02-10 08:23:57.893742
447,ዳንጊላ,4,ወረዳ,AGZ,amh,t,110011,2021-02-10 08:23:57.893742
448,Ankasha Guagusa,4,Woreda,AGZ,eng,t,110011,2021-02-10 08:23:57.893742
448,አካንክሻ ጓጉሳ,4,ወረዳ,AGZ,amh,t,110011,2021-02-10 08:23:57.893742
449,Jawi,4,Woreda,AGZ,eng,t,110011,2021-02-10 08:23:57.893742
449,ጃዊ,4,ወረዳ,AGZ,amh,t,110011,2021-02-10 08:23:57.893742
450,Banja Shekudad,4,Woreda,AGZ,eng,t,110011,2021-02-10 08:23:57.893742
450,ባንጃ ሽኩዳድ,4,ወረዳ,AGZ,amh,t,110011,2021-02-10 08:23:57.893742
451,Guangua,4,Woreda,AGZ,eng,t,110011,2021-02-10 08:23:57.893742
451,ጓንጓ,4,ወረዳ,AGZ,amh,t,110011,2021-02-10 08:23:57.893742
